name,price €,profit_rate %
FAIM,133.33,18.53
ZMRH,60.43,4.9
NKEU,99.99,3.04
WAZJ,174.12,17.63
YRHF,59.45,5.17
LBIT,157.81,7.44
OGKR,116.14,9.92
ICDV,106.67,17.3
HHRY,185.87,12.58
EVEM,58.39,17.5
TFOE,68.51,16.66
TUWR,124.97,18.99
ANGJ,106.07,6.57
ATBH,8.2,12.59
HKFZ,50.86,4.82
OXAG,33.76,17.19
CBOZ,152.71,9.03
OSYC,75.08,19.39
TWEG,2.72,9.56
BUAF,15.83,15.12
IUVZ,175.38,11.32
RPWK,21.57,9.45
NPWT,126.28,16.13
DLZI,76.73,5.92
GSRF,100.09,10.8
KPLY,64.06,14.21
BVEG,95.14,8.48
UEYG,17.04,19.12
MEGX,35.83,15.55
UNSW,41.31,8.83
GRNP,40.73,15.41
HFGH,122.36,18.53
VRSP,45,17.14
TYXM,75.45,3.91
DGMS,76.29,12.79
GNHQ,104.22,6.9
KHHN,192.99,3.77
GJBN,118.53,7.36
MJBP,134.16,16.52
AOFC,114.4,17.39
SZQR,9.87,19.97
FSVB,45.99,8.22
SBEM,155.26,9.12
ZZOS,159.17,7.73
ZBER,179.34,3.86
VLHX,163.62,3.2
KJSI,21.29,13.2
WTJZ,81.33,14.59
KTGD,46.47,6.08
WGLW,178.03,14.14
YGFA,83.1,7.11
BHPO,187.16,13.71
QYBA,124.97,10.22
XQDH,171.89,17.59
MPFU,66.25,17.6
RMON,69.43,15.65
HAMV,145.17,10.13
GJCS,31.04,12.94
NSVI,101.01,13.78
LOTA,71.16,1.19
LOCW,49.76,15.36
HEIN,195.19,1.94
HQXZ,83.72,1.5
EMJK,112.87,14.97
RESA,125.12,1.09
INQY,167.5,5.66
NKNH,151.99,12.15
BZNC,65.13,10.83
IEKI,177.78,2.39
HGNK,105.41,5.25
RIBL,147.2,19.04
OXJZ,72.55,1.49
IERL,14.39,4.72
THRD,58.82,13.08
UNCA,92.81,6.73
SAJJ,32.07,5.52
RIPE,162.36,3.02
KQSE,155.71,9.03
JVIU,64.76,7.59
YVKH,126.19,2.47
XGRT,119.03,4.89
KHYX,142.65,15.03
CHXD,113.86,5.49
WDPI,183.11,11.91
WWLY,99.39,1.41
ILMI,66.43,11.35
SGLZ,122.72,3.86
SJMD,132.98,10.49
MEZA,113.32,19.61
VJYG,13.2,12.19
HNKJ,23.05,8.19
QGRG,59.05,10.33
MUVG,74.23,6.3
NECZ,7.04,15.75
ILRU,95.01,11.95
GITC,182.78,3.42
VJTV,118.13,12.38
CRDJ,53.08,11.47
TNFU,93.4,15.31
KWZX,134.75,13.39
UKBK,108.5,14.39
PPHB,85.76,15.22
AJZV,13.32,1.22
UTOP,188.26,5.03
VTAR,21.14,15.93
BKTF,50.64,2.01
HWOT,152.68,18.64
EIWI,143.31,2.26
EXKX,26.01,12.87
GQET,110.71,6.48
MHJZ,74.75,19.73
JBAZ,6.29,16.42
SJPI,45.37,16.13
THTW,128.86,7.39
DTPM,125.37,6.42
PQID,157.04,10.56
QIGW,149.94,16.27
OPAZ,146.92,17.53
GAEQ,109.9,11.87
XBIU,58.03,1.19
FDBG,169.57,1.6
UDCI,80.47,10.17
LUNE,191.02,2.28
LUBQ,185,7.63
YARA,114.29,9.24
JCVL,136.93,4.75
LTYH,15.27,16.01
CJAC,42.04,5.11
LVNK,172.82,8.98
VCIY,122.84,6.93
OBJY,59.03,10.31
NPZB,179.71,10.32
EIHL,100.59,18.03
HUVQ,118.41,11.56
HUZE,176.52,4.25
EOOH,45.45,19.7
IWWH,47.28,7.32
PZAP,178.97,13.64
RAKO,26.62,15.85
EOHQ,107.42,15.52
ZQRZ,5.32,11.07
ENDQ,108.28,8.92
GFWW,133.68,10.61
QHQX,90.71,16.22
TALW,195.04,13
IBNI,145.73,6.41
HNUH,193.73,9.1
OPUU,26.21,15.68
QGHB,188.89,19.63
HFJJ,35.76,10.99
QCQO,173.94,5.33
FFEJ,49.4,1.08
QTWP,66.87,3.18
PFXS,53.14,15.37
BRHS,39.98,13.2
KCRE,144.93,18.98
IBOR,71.47,1.02
DWLW,131.52,13.09
BPQG,45.33,9.65
SGIM,2.63,12.63
SVWL,192.4,12.11
SNYL,113.06,5.15
SKLG,78.79,2.25
ZQQV,81.52,8.1
SJRI,184.19,18.67
APAY,57.1,17.39
QTDL,77.17,4.99
PMJB,107.12,2.58
GMYR,31.68,4.46
DJDA,99.53,11.47
PYIJ,37.38,11.22
PRAR,93.1,13.6
FLDR,126.54,9.74
JBGU,3.68,15.8
MPHW,3.88,17.02
AMFP,93.49,16.99
KGVE,188.27,19.83
ANEH,44.97,16.92
VDCD,120.64,1.72
ANAE,94.06,15.93
AMFZ,76.11,7.15
MPCN,132.1,18.16
YLJE,159.37,9.69
ILTQ,193.62,16.23
TEYI,94.5,1.96
IHNX,43.97,1.13
EFQC,37.08,6.18
KZJY,11.38,14.33
URKU,140.79,2.57
OBWR,24.35,14.67
PCOO,32.74,2.45
JPAK,88.39,18.77
GMNN,119.21,18.29
XKQH,143.56,3.62
SWJX,67.49,19.5
KRJK,34.54,5.05
RNOX,44,12.76
TVNT,132.85,19.29
BJXM,31.09,14.77
HYRU,60.65,13.35
XKPA,84.37,15.13
LAUQ,199.97,8.92
UVUD,121.77,5.7
WAWK,93.29,11.76
JFRV,87.26,11.51
AFNF,96.12,3.83
XGHV,83.69,15.63
HNAN,74.11,16.31
HKTG,181.69,11.53
DUBH,41.11,16.24
AHMY,181.93,5.95
GBHP,68.21,11.06
URBV,190.56,4.68
RUCD,177.62,8.24
ABDX,94.37,1.2
FUOR,117.7,6.36
OCBQ,68.52,15.02
KMQX,6.52,18.25
OXEQ,112.35,5.85
DLNC,48.89,12.94
VGWF,99.22,11.03
WAJL,177.58,15.76
YOMQ,163.84,14.44
VSDA,143.81,2.43
MADW,76.81,1.72
GHLR,75.85,9.9
RNKQ,63.15,1.39
KYHB,53.96,10.93
FWBP,188.55,1.38
CVNC,34.83,12.36
PZIH,38.06,17.48
MXGH,40.35,6.7
VXVF,120.91,10.7
JPGA,86.86,2.04
GOVC,181.63,9.42
XEVW,104.57,12.96
OMZZ,159.01,3.67
HIHN,172.68,8.81
GPUP,41.85,4.31
WOKT,60.03,16.4
XNAL,133.97,3.87
RLYZ,169.53,2.75
AFHI,140.72,5.96
VNEN,90.95,19.01
TYUR,55.05,15.9
EBIC,160.4,7.49
ZVDS,147.88,5.39
SOMH,15.84,19.45
ZUCW,173.12,4.1
AWFM,150.84,11.44
ZLNN,21.92,2.69
CUFC,126.98,5.76
TANH,62.8,11.09
ZODZ,129.86,10.68
EEPB,93.18,18.58
PBJE,136.84,3.79
ERWR,173.68,12.4
YHSR,82.34,19.76
MOGI,129.23,16.84
LTZD,22.86,9.38
ARDA,14.78,15.76
BMAI,185.1,17.34
MCSI,128.98,13.3
DZQW,65.99,16.37
ZMOV,58.9,1.12
HQUJ,150.64,9.11
BUAQ,140.11,19.43
GTAK,151.28,13
CRDQ,165.62,9.16
SFIF,1.83,18.14
CTPM,170.71,5.25
RQUG,60.25,12
WNFD,70.04,10.42
PXSV,173.68,11.31
DUUM,31.7,12.64
EIRY,82.31,1.79
SGKW,192.65,7.43
FWHJ,163.65,5.09
TNHV,39.1,18.73
DILH,193.13,4.77
SUYF,95.58,4.58
OJWZ,129.62,13.63
UGNN,153.16,2.84
NZYQ,67.12,12.82
INRI,152.97,15.18
PBDQ,195.75,4.55
WCNE,50.26,9.72
OIRG,22.06,7.57
AJLD,186.06,2.88
XGLP,88.47,11.38
FDBQ,87.24,14.39
WENE,170.82,7.37
ORCD,24.58,16.87
YUMS,20.97,10.31
FTDJ,66.13,14.26
QMZW,164.92,13.75
QJEM,136,5.94
NNDM,19.08,16.36
PPXH,110.98,15.66
HGWM,21.56,15.17
VDAQ,137.15,18.76
LRDC,71.7,3.9
EXUN,141.17,15.77
OFFR,78.57,8.91
MGGL,67.32,9.12
VCBX,136.82,4.65
TXMB,102.75,7.3
YJFD,136.2,3.53
NDTT,160.98,11.94
ZXGF,67.72,10.72
VBWH,24.45,2.62
KQIP,35.4,14.1
NPSF,142.41,19.79
MCTJ,58.08,12.17
UVDF,82.27,10.71
ZWHK,60.64,1.54
OOTR,123.18,7.79
XCRS,56.47,16.06
SUOZ,133.32,7.55
GDKG,158.78,5.02
YWBB,57.65,3.33
FLFT,108.45,15.52
ZROF,103.88,15.61
RYUE,170.69,5.73
PZVB,182.9,8.99
OFUU,17.09,19.02
NEGC,28.76,4.43
QLZT,172.58,16.21
SOZG,122.57,11.67
ELXY,86.98,18.15
EOLH,169.73,17.56
NDQP,197.07,13.25
DIGH,89.53,1.2
IEQW,44.32,3.83
AQFF,118.58,12.9
WBFH,8.5,19.18
OQBR,132.79,16.03
MHKQ,137.39,14.6
KZDJ,48.98,7.16
LVMP,94.03,14.55
JDTV,90.1,8.06
YYTT,41.68,16.69
APHR,79.66,1.46
HTNX,98.75,5.7
RWFI,44.7,19.25
YPET,155.89,10.32
MWGT,50.69,13.12
OEBM,192.16,8.36
OIWY,75.47,12.1
ZXMC,192.44,5.98
BDXP,54.43,9.6
GODQ,47.62,11.13
XCNO,13.79,2.36
QOKR,60.86,8.44
LYOX,163.93,3.12
RHVI,133.06,1.07
YFNT,6.91,8.52
SXVJ,107.54,18.94
OYHT,159.78,7.23
AZHQ,68.08,3.12
SYPV,82.97,1.71
HWYO,14.33,18.12
OLHF,90.12,5.26
LMLC,107.33,9.51
EWRV,107.03,5.72
AFPY,64.13,12.68
GKJH,133.01,16.75
FSFV,16.83,11.27
GENR,140.32,6.05
PBLF,93.17,12.45
WTFM,187.78,19.46
GVUR,173.22,6.98
ZYKP,150.55,13.89
ZHLA,86.15,8.81
QMKV,11.59,16.73
RVKQ,15.94,12.81
KMAG,11.84,9.86
NAGI,81.54,9.72
DQDM,10.79,16.89
TYMA,57.91,1.09
JMYF,181.96,15.86
NFSO,174.67,8.39
LUEQ,19.91,15.93
ZHPT,55.98,3.42
ETYK,106.61,2.24
NVPG,73.68,13.28
VBII,153.19,9.73
YVMK,162.58,2.52
XLVK,7.75,19.91
OQXB,148.65,3.28
KXPU,66.82,2.6
NKHE,126.91,2.49
HKPI,112.23,19.25
VMHN,118.65,6.61
QUGJ,86.89,11.95
SFXN,116.7,8.5
FIJE,47.67,17.91
LQLI,167.03,9.08
YFPM,165.82,17.13
HHAQ,99.46,16.21
FLEY,123.84,3.41
JNYQ,165.34,17.15
KUZI,182.29,2.84
SDQI,35.68,19.45
URXU,151.82,2.2
ODCZ,152.44,8.26
KQBE,189.23,18.66
SYBB,186.66,14.77
UDUO,107.25,9.26
AXOW,131.91,7.6
GQBN,58.26,13.17
LEEZ,83.39,10.48
BNJX,103.34,17.69
SEGB,120.77,1.44
TQPJ,134.6,16.27
GRMC,151.69,12.29
KUDQ,74.88,1.54
SWTP,75.29,7.78
QCBX,196.93,11.48
XRTA,103.47,4.76
YTIL,119.54,9.25
PTWZ,149.73,16.94
ELHN,42.9,15
ZEMP,103.47,10.17
PSZS,157.26,6.23
SSDV,168.53,2.82
YYYO,80.98,15.83
MFDF,179.71,1.28
JJTX,125.25,8.96
YVWD,39.95,10.97
DZPH,46.59,3.5
CIIQ,160.52,11.44
QXJT,79.29,19.76
TGYD,132.27,3.39
BWAL,91.92,18.16
ASTA,43.15,15.3
KIGC,79.94,9.4
BJVI,155.85,2.05
BWLM,178,10.4
RWYN,138.31,12.62
JXDZ,155.85,19.8
VBYI,48.41,16.11
WEPW,28.04,6.87
JRXP,120.09,10.3
RBNJ,138.33,9.74
TSKI,76.23,12.55
ZLGI,181.25,11.2
DNVC,126.99,18.95
SIOE,146.87,3.24
TXBN,184.7,18.29
LEKX,4.57,9.65
KBHC,142.2,1.17
EKWG,82.42,6.55
HILJ,67.59,18.55
KMCP,74.99,11.75
ZUGG,115.04,11.68
GQGW,16.23,19.9
FGIS,75.17,11.18
CCUK,125.99,17.91
IEWM,4.83,12.51
QOEG,96.65,11.06
HEGC,36.87,16.65
UUKJ,172,15.66
SEAB,191.05,19.58
XKZK,128.13,11.71
OQGZ,193.38,16.75
FBUN,150.03,1.9
IAMF,52.12,11.03
XNOQ,137.27,10.87
ABNL,51.06,2.08
THVX,59.66,9.14
SIRA,106.64,6.36
TKQN,18.22,14.56
KJBM,168.03,17.96
XPCR,156.37,12.78
ODIC,7.3,11.8
KUVR,22.52,16.7
PBYB,148.17,6.24
BTMD,99.11,11.28
LKIJ,145.4,8.08
ZMBN,46.49,1.8
OBWI,48.6,17.84
SJIZ,52.51,8.29
VXON,56.58,4.31
GNAQ,15.9,19.17
JGQU,184.96,12.9
LHIZ,138.71,16.21
UOPA,116.5,4.8
ZKWR,84.25,14.55
STAZ,183.17,5.77
UJIC,42.79,19.94
SGOC,22.95,17.51
NXLV,31.11,16.44
KFUA,1.59,13.74
JKPP,163.69,1.37
UVGU,127.97,16.85
VGBO,181.51,18.92
GKAM,14.89,10.03
VIJN,179.95,1.42
YCZZ,188.5,6.29
ELWX,111.11,16.86
YEVJ,166.01,17.54
FCPL,156.48,7.3
ZYFC,81.23,3.62
AQLU,74.74,13.94
ZTEX,107.82,8.91
NWFI,6.75,5.69
JCEL,83.55,10.16
EMPE,122,4.25
GBGS,170.35,12.03
XKAV,49.32,8.64
LFQF,110.22,2.91
UVLG,53.91,17.41
ZKIS,56.63,6.25
IYZP,33.28,16.8
CCQZ,79.25,11.43
ITCF,197.27,5.87
MRCJ,119.33,17.37
MMZB,161.4,17.06
DSKI,163.34,11.9
KIPW,150.97,18.62
RSMY,82.63,19
ZCMD,182.02,1
YLJJ,138.81,16.94
EQMV,154.84,8.44
POWO,191.8,2.21
CRTK,53.97,12.95
UCFQ,176.36,8.7
LPUD,174.11,17.06
DADL,160.99,18.54
ASWP,12.96,3.58
SCON,132.6,16.48
TUUA,139.71,10.14
XVHF,142.95,6.84
BKLW,165.33,2.52
ZZNZ,38.23,19.2
CHIJ,12.2,9.1
KWYC,57.95,2.78
BMDG,140.56,13.65
JVHC,138,13.14
ATVB,116.82,4.97
MFPR,136.68,2.74
NNDI,29.41,18.21
CJKU,79.85,17.07
IXYQ,67.73,17.83
JCUH,146.84,6.65
HPJR,134.27,1.03
VBCF,103.68,13.22
VBSI,55.31,4.54
HZKZ,98.14,5.95
EKBG,122.39,15.98
JZSA,18.61,8.84
UEUR,55.82,12.93
KGOO,155.06,2.55
IFJJ,172.95,4.93
BLDI,143.85,7.77
AZKP,193.3,4.29
ZKNJ,156.84,17.02
PRDF,96.27,14.45
MNTF,124.06,1.4
CVNO,108.79,10.54
TIRL,154.7,11.15
TSDT,42.88,12.28
VZBQ,19.97,12.54
RLLH,162.75,9.29
BIIR,73.34,11.33
PYUJ,4.96,10.42
EPNU,153.67,13.57
WCPH,39.88,10.88
OVUI,11.69,9.82
KFFR,86.75,19.55
PMAD,10.08,13.89
YUMH,111.6,9.83
DFEC,9.62,16.28
WSZK,195.99,10.59
UPVG,60.61,15.55
TDLC,59.16,2.85
QOME,49.86,18.46
ZUKA,159.24,15.93
JZZV,184.9,12.73
JADE,120.28,19.15
SNXD,187.74,2.67
MELW,57.64,15
RJMP,127.49,7.48
KVMV,88.63,7.85
ONAP,100.03,1.8
GYNO,176.65,8.37
SPAX,90.69,9.43
RYRB,37.77,7.11
LXVM,90.93,2.19
MGUQ,116.22,10.27
NQEM,38.53,3.37
OFYQ,148.74,17.31
RWPN,80.33,12.02
JMKO,42.81,12.42
IOKD,180.45,4.02
FHAR,52.51,12.25
GMWL,168.83,17.38
LJTP,98.99,14.74
LEBU,144.35,8.43
MQXD,8.69,3.69
ZLZX,109.74,18.1
HBZW,120.38,19.32
LKCZ,109.78,2.44
NHRQ,155.36,17.64
LZUV,98.04,16.54
HOJL,92.4,7.28
XYDL,19.5,12.72
SPZU,57.35,13.03
WYNJ,8.96,17.27
SWWJ,73.05,4.43
EGTO,197.07,1.03
XEQS,52.89,6.92
FPHT,42.32,10.66
HMZB,94.52,7.78
EDSL,80.64,10.91
ZAZQ,74.55,8.15
WCFS,153.27,1.51
SWNY,68.15,7.54
DTTK,160.64,3.03
KSFN,176.46,19.43
VUVK,191.11,6.85
PBIG,158.67,2.55
EYQV,131.36,11.04
SVDA,122.4,18.09
RGKB,183.82,14.74
LXLH,194.13,5.7
ETOH,31.18,6.95
JMAZ,169.96,2.28
FRMP,171.46,3.54
IIBY,195.41,1.17
JLCH,96.58,15.16
WANE,73.31,18.35
HHBN,169.04,6.84
FTVB,119.71,19.79
RRHZ,158.04,14.45
UGQK,103.34,10.76
MEFR,158.91,15.14
OLIK,83.09,4.2
KBOY,67.42,9.19
FOQU,7.05,2.65
HRHM,145.58,3.54
MIUC,54.27,9.81
TSYQ,68.28,11.38
HGLU,147.9,18.66
HCIR,179.16,6.85
GJZP,196.08,7.72
AAUN,90.99,16.29
XWMF,83.09,10.1
BMUJ,35.32,13.2
SGLD,131.53,7.38
CLUS,116.07,8.11
XHIY,175.21,10.53
FPNF,182.97,19.86
NLSM,23.48,10.51
YUFB,143.52,18.61
WSDG,68.16,3.83
PAUW,98.38,7.1
CRBM,118.6,14.37
SGKP,24.49,11.18
BZBR,164.8,13.97
KOED,9.6,2.69
IQPU,88.81,17.96
GSIV,164.78,2.99
CZOW,128.04,16.61
BORC,18.96,7.51
OTOQ,58.06,9.2
UENX,106.87,7.96
IEOS,196.84,12.82
IPIT,28.91,12.5
FUYN,166.33,15.48
AAOX,28.33,5.48
CYZL,20.39,15.05
OXMZ,197.07,4.26
KDLA,126.23,16.91
TKWJ,17.87,10.16
KZMA,157.86,12.62
GTDJ,1.5,3.39
YQYC,111.27,10.51
LVLR,52.38,2.5
UDGJ,123.59,19.9
TOSB,23.47,12.49
OVYM,73.3,8.37
UMEK,156.44,13.33
HLFT,177.05,1.59
JWEN,194.54,15.51
GDND,30.46,18.81
ZABH,98.72,14.76
ZREU,26.9,4.94
SKPJ,160.65,1.69
OEBM,37.7,13.53
HZUX,127.86,14.51
ELWL,161.66,14.22
FTGG,128.43,1.24
BYIC,3.44,9.56
RSGK,75.45,15.11
MIPZ,193.97,5.63
HEEA,23.1,11.22
FGMB,37.82,16.48
FVFS,93.68,15.51
KMNW,139.37,17.19
QMFX,114.81,15.51
FPLI,104.3,19.7
ZNJB,32.72,17.94
SEQQ,10.15,17.04
PNDZ,74.6,7.95
QZVC,155.21,18.29
WTFZ,79.24,8.4
LJFW,133.93,3.32
ALJG,131.16,7.61
DQUJ,122.39,1.92
WWIZ,192.5,3.98
LFEV,146.09,1.69
LNFL,52.2,9.88
AJNV,119.63,13.39
DNOJ,92.08,13.99
FELE,66.73,17.03
NBNA,120.64,6.89
GTPM,69.8,5.81
KWUT,43,19.91
ESYK,192.37,5.94
RNDI,184.02,2.97
KCQD,166.87,10.52
XWHS,21.41,5.12
GHWH,143.09,16.17
ZLTW,129.16,15.83
JZLK,12,2.02
USZE,93.74,3.39
QRLA,77.98,2.99
RUYD,67.81,9.6
QKAI,150.49,12.11
MEHK,13.41,4.85
UOPN,86.19,11.11
ZPIO,123.64,16.15
FFHP,116.32,10
LJCC,11.91,10.15
VLYC,127.27,4.68
KSVZ,79.29,5.95
CLGJ,85.36,16.24
BVDQ,64.9,6.98
FHIF,3.9,7.9
MKJX,159.46,13.3
KTNA,95.59,17.54
WSRV,46.72,12.19
URNX,81.07,18.34
VRWE,138.5,16.07
NWRV,146.77,14.94
IYBN,199.52,2.17
QZZH,123.95,8.73
KROW,134.29,2.96
VSFZ,134.14,18.29
VYDZ,173.83,3.49
ESUI,19.39,7.41
LBVI,97.39,8.07
CTRP,171.54,19.21
SYAL,193.17,10.09
DESO,168.73,14.28
BHSK,171.37,8.88
HFQY,58.03,17.19
NQIZ,199.82,11.71
WPOC,183.07,9.32
LZLJ,65.35,11.6
KWXO,42.88,8.77
MBJG,199.94,9.66
GVCQ,75.24,6.17
TMLU,114.23,6.22
HDWW,145.68,5.63
ISKN,185.61,8.7
GZCB,140.75,14.33
STPT,198.33,6.79
BREC,169.44,12.94
IYXE,133.63,14.13
LUUU,159.5,3.98
WHUT,161.01,7.23
DJWL,53.75,17.15
VLXE,60.89,4.77
VAVE,57.54,4.22
VSHE,171.5,5.92
ZFNB,78.71,18.12
LHPU,153.32,4.84
ODUA,180.32,2.89
AYSJ,152.2,6.69
UFMH,183.73,13.27
PQEW,33.05,4.31
KMUK,169.5,16.19
WQKV,44.42,1.72
KXED,6.12,7.99
JSVN,86.87,14.56
KIII,192.73,14.76
LHIC,129.15,19.92
EQTE,195.1,6.28
ZYQC,41.25,5.38
DHVH,171.85,12.4
VPGH,141.38,19.32
KNSD,26.61,12.58
YENY,164.16,3.62
QSPY,132.48,15.33
FQRD,51.48,19.55
WPQV,42.49,9.42
OOVV,150.87,8.93
XJVV,17.37,14.7
YOVR,99.52,1.14
AAJY,15.5,9.91
PWRI,192.91,11.9
HDGL,105.24,14.31
KPRD,184.72,12.33
RZKC,159.46,17.5
IXJP,140.55,13.71
MSLH,95.74,13.02
GRMW,78.35,4.43
POAV,198.4,15.93
WKAB,114.11,5.78
KEJF,183.03,18.4
IWGC,102.19,19.46
VGUR,107.68,12.49
QIID,125.66,16.93
JOWX,163.94,11.33
VWOS,199.55,13.57
LSAL,116.19,8.25
CCXQ,67.94,2.44
IRXC,102.99,6.31
BZOF,183.41,4.57
FHIY,56.37,3.69
HKTN,81.88,11.68
DCER,103.99,12.94
PCTD,95.43,13.06
OPJB,96.77,10.78
JBLV,38.7,8.48
WBCG,188.3,4.97
CTHZ,64.05,9.97
YREY,145.04,13.43
JSYY,173.3,8.48
QPDM,196.62,17.82
EEUK,194.56,12.69
EDNV,14.21,1.07
OJSY,146.32,8.14
FNQS,43.11,7.53
VIJP,34.2,12.02
KXQG,120.03,15.5
EUIR,109.96,7.4
PUHP,148.51,11.33
URWS,99.13,2.22
DBFO,81.24,2.92
IUKX,11.9,5.25
UVWW,192.27,1.08
ZDYP,53.24,15.93
RXKP,107.78,15.86
RRRF,117.02,14.17
EBHK,21.26,10.92
TLIT,124.1,12.65
QPZB,80.19,6.98
SIMD,99.68,11.79
YBUF,7.25,5.87
ZMKA,106.81,4.64
TPPT,190.54,1.17
PENX,140.85,16.54
FUWC,35.09,9.07
SIWK,11.63,6.06
EYHB,162.06,10.21
EYQH,159.26,16.66
SWHP,175.08,18.07
AZTL,169.5,3.69
RTRH,49.65,15.3
SUIU,25.85,2.72
VPOL,57.7,15.23
MZJF,164.01,4.27
KETX,146.42,15.78
QBDG,124.26,6.59
EYYX,89.68,16.95
QIUX,190.48,14.24
WATP,27.81,15.69
EREG,33.71,17.44
HVDY,52.14,10.88
XVPD,99.77,18.58
HUAC,111.27,7.77
JVUU,68.45,19.43
AQLK,63.16,14.41
CDJM,180.62,9.9
YSUK,109.53,12.42
UBTO,116.01,16.45
AQVA,175.02,16.7
DGFB,61.09,18.59
ZSUD,157.01,1.58
OTZV,86.67,11.14
WISW,50.69,16.01
AQBY,52.95,19.04
MKMT,166.4,16.59
NSVZ,164.7,5.49
HCNT,38.24,4.46
LPLZ,141.56,18.16
SXIO,196.31,7.67
OTKX,169.72,5.94
JNIB,66.5,16.61
AMIK,160.07,12.45
PFZR,1.21,2.45
IWZT,133.97,17.24
NJOH,134.87,6.63
VCWT,130.13,16.48
LFPX,12.69,8.51
MUTO,186.67,5.19
PRLT,125.48,3.96
HNYT,181.62,1.61
PXDM,123.21,17.65
MEHT,17.03,19.87
QVHZ,190.12,1.09
XPKN,164.97,8.48
UCBF,3.19,12.15
GXWI,152.51,4.41
SYSJ,178.92,12.97
LRXL,81.91,16.1
WZPA,54.73,17.95
PUNN,33.19,13.63
BOQK,6.78,9.42
KOSP,163.59,3.12
FRCI,6.74,18.93
DFMJ,79.34,15.98
PHTF,102.69,12.98
HOPG,69.51,16.02
TWAQ,8.11,7.8
WCPJ,88.79,1.09
RQHX,166.59,17.54
OZKV,48.45,7.42
PONH,145.29,4.12
XDLJ,84.2,2.86
SBFJ,93.32,7.3
ZOII,2.86,17.83
FKOV,129.9,4.14
HOXH,1.06,12.13
EOHD,90.6,14.28
UGDA,128.01,6.75
PLXD,78.63,11.05
SMYB,130.34,9.64
AOHZ,90.28,7.57
FKDJ,88.63,11.66
HVET,38.94,3.18
QORW,176.08,19.62
PSLK,98.15,16.48
APDZ,69.81,13.47
CRZG,188.33,9.59
UUDO,13.15,8.9
TDZX,99.62,14.84
NGUI,197.46,18.72
BIWZ,172.18,1.59
TDZF,184.65,14.78
SOCL,93.56,11.73
EFCQ,65.5,9.05
MXDG,12.18,9.8
IBFI,70.36,12.33
QIFR,106.36,9.78
JPVD,2.58,4.77
NXOK,197.11,14.18
HMRG,160.53,18.26
RNKQ,172.1,1.1
AUKZ,76.12,16.89
RVMH,51.54,12.09
VGOB,128.56,6.24
ZQJJ,83.79,1.75
UWCM,52.86,16.01
YZFO,77.28,11.32
PGJQ,146.75,5.46
ZSAO,119.84,14.97
YZQM,119.2,1.03
MIYJ,79.92,16.01
LENZ,80.55,2.02
HPQB,45.27,13.32
XBOU,158.06,5
JHRJ,152.22,14.86
NZVB,13.6,1.93
JTNI,143.58,3.98
RCYH,140.56,7.19
CEIR,51.71,2.33
MHJY,100.6,16.22
HKKJ,162.31,2.81
NXOD,38.85,12.89
OBVS,162.76,10.35
QHBM,191.37,9.2
DLDD,166.91,14.46
MXSY,55.36,16.14
GSVL,78.17,13.17
AQHG,92.55,19.36
GJMQ,156.83,2.86
MBXH,94.91,6.25
SUOT,5.72,6.61
CLZA,43.14,1.13
RMUL,183.15,17.18
PKAY,63.52,10.3
RUZM,106.96,3.99
BHTS,72.59,12.31
SIMN,73.77,11.82
IRPU,50.99,4.6
WZMM,143.57,10.61
XTZV,122.22,3.78
PAFI,121.52,2.42
JQNC,184.19,3.05
NIJE,168.83,6.34
CGXK,11.07,4.67
WQYS,171.48,14.69
ILAV,183.22,11.86
IEFN,191.82,7.51
RNGB,142.08,13.23
WAZM,21.34,6.41
FAPZ,132.8,7.17
JBGR,74.74,5.3
WODD,53.32,3.73
QOJH,99.16,17.71
VIJH,112.46,4.64
MGOS,192.35,2.05
HCHE,12.44,12.5
FIHK,160.89,3.35
FWRY,151.33,15.3
UTVE,161.26,6.67
GMNG,24.3,18.96
OHOA,134.35,18.01
LUIP,125.24,1.18
OMCV,72.62,16.58
NKRK,12.64,17.63
DREV,38.54,9.27
KGBC,48.31,7.08
QGJB,15.28,1.79
AQKA,72.37,15.76
EIXG,126.65,5.21
QFGM,43.83,17.08
JLBD,99.19,8.78
UKOS,1.4,15.06
PKYE,14.1,8.12
ISXK,32.42,8.79
IOMB,48.89,9.19
SIQJ,81.76,2.19
PJTL,137.54,10.34
HVKA,152.78,3.77
SEGJ,81.11,18.44
GMYY,129.74,5.93
CVRL,166,6.8
QLFY,74.01,3.1
YHKA,1.3,2.95
IESS,75.21,16.17
RQMN,150.43,6.85
JYFX,65.4,12.38
OYEG,59.03,3.93
EOIG,23.33,10.59
FMMF,176.37,14.66
AOXY,108.28,16.26
EXKI,165.34,19.34
BWQN,123.75,16.81
HOBZ,188.88,2.45
XRKF,113.27,12.82
ZXTA,186.85,5.96
KKHX,38.99,19.77
PAZT,176.03,1.99
FTWW,51.61,7.82
JMDO,33.04,16.29
DXUF,74.94,14.86
XSAN,30.99,15.96
LPZO,176.82,2.65
QGVK,14.59,8.65
XFAF,113.27,14.8
JXSS,156.94,3.21
GUEK,27.27,17.4
TPCG,99.8,12.68
OZZB,170.91,15.05
IRMT,28.11,3.6
AQHX,197.68,17.14
FUKZ,27.26,9.34
XQDO,100.29,14.45
RPYX,167.79,6.17
PIZX,111.74,17.59
MYGQ,40.6,2.19
FVGA,105.1,16.38
AGBT,3.49,12.46
